State,SA4 code,SA4 name,SA2 code,SA2 name,Total Persons
South Australia,405,Barossa - Yorke - Mid North,41119,Wakefield - Barunga West,9657
South Australia,405,Barossa - Yorke - Mid North,41120,Jamestown,4651
South Australia,405,Barossa - Yorke - Mid North,41121,Peterborough - Mount Remarkable,5487
South Australia,405,Barossa - Yorke - Mid North,41122,Port Pirie,14360
South Australia,405,Barossa - Yorke - Mid North,41123,Port Pirie Region,3392
South Australia,405,Barossa - Yorke - Mid North,41124,Kadina,5396
South Australia,405,Barossa - Yorke - Mid North,41125,Moonta,4956
South Australia,405,Barossa - Yorke - Mid North,41126,Wallaroo,4099
South Australia,405,Barossa - Yorke - Mid North,41127,Yorke Peninsula - North,7280
South Australia,405,Barossa - Yorke - Mid North,41128,Yorke Peninsula - South,3998
South Australia,406,South Australia - Outback,41129,Ceduna,2669
South Australia,406,South Australia - Outback,41130,Eyre Peninsula,6671
South Australia,406,South Australia - Outback,41131,Kimba - Cleve - Franklin Harbour,4343
South Australia,406,South Australia - Outback,41132,Le Hunte - Elliston,2333
South Australia,406,South Australia - Outback,41133,Port Lincoln,16258
South Australia,406,South Australia - Outback,41134,West Coast (SA),3695
South Australia,406,South Australia - Outback,41135,Western,80
South Australia,406,South Australia - Outback,41136,Whyalla,22424
South Australia,406,South Australia - Outback,41137,Whyalla - North,0
South Australia,406,South Australia - Outback,41138,APY Lands,2500
South Australia,406,South Australia - Outback,41139,Coober Pedy,1842
South Australia,406,South Australia - Outback,41140,Flinders Ranges,2172
South Australia,406,South Australia - Outback,41141,Outback,2743
South Australia,406,South Australia - Outback,41142,Port Augusta,14078
South Australia,406,South Australia - Outback,41143,Roxby Downs,4037
South Australia,407,South Australia - South East,41144,Goolwa - Port Elliot,11384
South Australia,407,South Australia - South East,41145,Kangaroo Island,4852
South Australia,407,South Australia - South East,41146,Strathalbyn,7301
South Australia,407,South Australia - South East,41147,Strathalbyn Region,7565
South Australia,407,South Australia - South East,41148,Victor Harbor,14786
South Australia,407,South Australia - South East,41149,Yankalilla,5831
South Australia,407,South Australia - South East,41150,Grant,5948
South Australia,407,South Australia - South East,41151,Kingston - Robe,3851
South Australia,407,South Australia - South East,41152,Millicent,5379
South Australia,407,South Australia - South East,41153,Mount Gambier,29457
South Australia,407,South Australia - South East,41154,Naracoorte,6274
South Australia,407,South Australia - South East,41155,Naracoorte Region,2345
South Australia,407,South Australia - South East,41156,Penola,3216
South Australia,407,South Australia - South East,41157,Tatiara,6871
South Australia,407,South Australia - South East,41158,Wattle Range,3342
South Australia,407,South Australia - South East,41159,Barmera,6652
South Australia,407,South Australia - South East,41160,Berri,4200
South Australia,407,South Australia - South East,41161,Karoonda - Lameroo,3088
South Australia,407,South Australia - South East,41162,Loxton,5513
South Australia,407,South Australia - South East,41163,Loxton Region,1739
South Australia,407,South Australia - South East,41164,Mannum,6287
South Australia,407,South Australia - South East,41165,Murray Bridge,18120
South Australia,407,South Australia - South East,41166,Murray Bridge Region,3716
South Australia,407,South Australia - South East,41167,Renmark,4787
South Australia,407,South Australia - South East,41168,Renmark Region,4966
South Australia,407,South Australia - South East,41169,The Coorong,5568
South Australia,407,South Australia - South East,41170,Waikerie,6729
Western Australia,501,Bunbury,51001,Augusta,5528
Western Australia,501,Bunbury,51002,Busselton,26828
Western Australia,501,Bunbury,51003,Busselton Region,10768
Western Australia,501,Bunbury,51004,Margaret River,9159
Western Australia,501,Bunbury,51005,Australind - Leschenault,17967
Western Australia,501,Bunbury,51006,Bunbury,17736
Western Australia,501,Bunbury,51007,Capel,5311
Western Australia,501,Bunbury,51008,College Grove - Carey Park,6873
Western Australia,501,Bunbury,51009,Collie,8901
Western Australia,501,Bunbury,51010,Dardanup,3213
Western Australia,501,Bunbury,51011,Davenport,12
Western Australia,501,Bunbury,51012,Eaton - Pelican Point,12068
Western Australia,501,Bunbury,51013,Gelorup - Dalyellup - Stratham,12285
Western Australia,501,Bunbury,51014,Harvey,9062
Western Australia,501,Bunbury,51015,Koombana,7172
Western Australia,501,Bunbury,51016,Waroona,4238
Western Australia,501,Bunbury,51017,Bridgetown - Boyup Brook,6370
Western Australia,501,Bunbury,51018,Donnybrook - Balingup,5930
Western Australia,501,Bunbury,51019,Manjimup,5615
Western Australia,501,Bunbury,51020,Pemberton,5106
Western Australia,502,Mandurah,51021,Dawesville - Bouvard,7279
Western Australia,502,Mandurah,51022,Falcon - Wannanup,9032
Western Australia,502,Mandurah,51023,Greenfields,10062
Western Australia,502,Mandurah,51024,Halls Head - Erskine,19045
Western Australia,502,Mandurah,51025,Mandurah,9381
Western Australia,502,Mandurah,51026,Mandurah - East,5967
Western Australia,502,Mandurah,51027,Mandurah - North,18386
Western Australia,502,Mandurah,51028,Mandurah - South,10416
Western Australia,502,Mandurah,51029,Pinjarra,9837
Western Australia,503,Perth - Inner,51030,City Beach,6971
Western Australia,503,Perth - Inner,51031,Claremont (WA),8529
Western Australia,503,Perth - Inner,51032,Cottesloe,7851
Western Australia,503,Perth - Inner,51033,Floreat,8258
Western Australia,503,Perth - Inner,51034,Mosman Park - Peppermint Grove,10900
Western Australia,503,Perth - Inner,51035,Nedlands - Dalkeith - Crawley,19588
Western Australia,503,Perth - Inner,51036,Swanbourne - Mount Claremont,9155
Western Australia,503,Perth - Inner,51037,Kings Park (WA),20
Western Australia,503,Perth - Inner,51038,Mount Hawthorn - Leederville,11152
Western Australia,503,Perth - Inner,51039,Mount Lawley - Inglewood,17244
Western Australia,503,Perth - Inner,51040,North Perth,9187
Western Australia,503,Perth - Inner,51041,Perth City,33898
Western Australia,503,Perth - Inner,51042,Subiaco - Shenton Park,17305
Western Australia,503,Perth - Inner,51043,Wembley - West Leederville - Glendalough,18801
Western Australia,504,Perth - North East,51044,Bassendean - Eden Hill - Ashfield,15563
Western Australia,504,Perth - North East,51045,Bayswater - Embleton - Bedford,23881
Western Australia,504,Perth - North East,51046,Maylands,13357
Western Australia,504,Perth - North East,51047,Morley,22648
Western Australia,504,Perth - North East,51048,Noranda,8292
Western Australia,504,Perth - North East,51049,Chidlow,4875
Western Australia,504,Perth - North East,51050,Glen Forrest - Darlington,7250
Western Australia,504,Perth - North East,51051,Helena Valley - Koongamia,5431
Western Australia,504,Perth - North East,51052,Malmalling - Reservoir,10
Western Australia,504,Perth - North East,51053,Mundaring,13204
Western Australia,504,Perth - North East,51054,Swan View - Greenmount - Midvale,12368
Western Australia,504,Perth - North East,51055,Avon Valley National Park,8
Western Australia,504,Perth - North East,51056,Ballajura,19540
Western Australia,504,Perth - North East,51057,Beechboro,18733
Western Australia,504,Perth - North East,51058,Bullsbrook,5409
Western Australia,504,Perth - North East,51059,Ellenbrook,37270
Western Australia,504,Perth - North East,51060,Gidgegannup,2827
Western Australia,504,Perth - North East,51061,Hazelmere - South Guildford,4287
Western Australia,504,Perth - North East,51062,Lockridge - Kiara,11009
Western Australia,504,Perth - North East,51063,Malaga,9
Western Australia,504,Perth - North East,51064,Melaleuca - Lexia,0
Western Australia,504,Perth - North East,51065,Middle Swan - Herne Hill,5637
Western Australia,504,Perth - North East,51066,Midland - Guildford,10974
Western Australia,504,Perth - North East,51067,Stratton - Jane Brook,7097
Western Australia,504,Perth - North East,51068,The Vines,10229
Western Australia,504,Perth - North East,51069,Walyunga National Park,0
Western Australia,505,Perth - North West,51070,Craigie - Beldon,10182
Western Australia,505,Perth - North West,51071,Currambine - Kinross,14371
Western Australia,505,Perth - North West,51072,Duncraig,15941
Western Australia,505,Perth - North West,51073,Greenwood - Warwick,13782
Western Australia,505,Perth - North West,51074,Heathridge - Connolly,10682
Western Australia,505,Perth - North West,51075,Hillarys,11348
Western Australia,505,Perth - North West,51076,Iluka - Burns Beach,9271
Western Australia,505,Perth - North West,51077,Joondalup - Edgewater,14062
Western Australia,505,Perth - North West,51078,Kingsley,13449
Western Australia,505,Perth - North West,51079,Mullaloo - Kallaroo,11731
Western Australia,505,Perth - North West,51080,Ocean Reef,8250
Western Australia,505,Perth - North West,51081,Padbury,8507
Western Australia,505,Perth - North West,51082,Sorrento - Marmion,10058
Western Australia,505,Perth - North West,51083,Woodvale,9654
Western Australia,505,Perth - North West,51084,Balcatta - Hamersley,15885
Western Australia,505,Perth - North West,51085,Balga - Mirrabooka,20996
Western Australia,505,Perth - North West,51086,Dianella,25276
Western Australia,505,Perth - North West,51087,Herdsman,0
Western Australia,505,Perth - North West,51088,Innaloo - Doubleview,17310
Western Australia,505,Perth - North West,51089,Karrinyup - Gwelup - Carine,21186
Western Australia,505,Perth - North West,51090,Nollamara - Westminster,18618
Western Australia,505,Perth - North West,51091,Osborne Park Industrial,24
Western Australia,505,Perth - North West,51092,Scarborough,16462
Western Australia,505,Perth - North West,51093,Stirling - Osborne Park,14293
Western Australia,505,Perth - North West,51094,Trigg - North Beach - Watermans Bay,7951
Western Australia,505,Perth - North West,51095,Tuart Hill - Joondanna,12419
Western Australia,505,Perth - North West,51096,Wembley Downs - Churchlands - Woodlands,14591
Western Australia,505,Perth - North West,51097,Yokine - Coolbinia - Menora,16295
Western Australia,505,Perth - North West,51098,Alexander Heights - Koondoola,12475
Western Australia,505,Perth - North West,51099,Butler - Merriwa - Ridgewood,24274
Western Australia,505,Perth - North West,51100,Carramar,17180
Western Australia,505,Perth - North West,51101,Clarkson,13393
Western Australia,505,Perth - North West,51102,Girrawheen,9038
Western Australia,505,Perth - North West,51103,Madeley - Darch - Landsdale,26522
Western Australia,505,Perth - North West,51104,Marangaroo,11053
Western Australia,505,Perth - North West,51105,Mindarie - Quinns Rocks - Jindalee,19462
Western Australia,505,Perth - North West,51106,Neerabup National Park,7
Western Australia,505,Perth - North West,51107,Tapping - Ashby - Sinagra,13765
Western Australia,505,Perth - North West,51108,Wanneroo,26539
Western Australia,505,Perth - North West,51109,Yanchep,21279
Western Australia,506,Perth - South East,51110,Armadale - Wungong - Brookdale,19478
Western Australia,506,Perth - South East,51111,Ashendon - Lesley,14
Western Australia,506,Perth - South East,51112,Camillo - Champion Lakes,5700
Western Australia,506,Perth - South East,51113,Forrestdale - Harrisdale - Piara Waters,20111
Western Australia,506,Perth - South East,51114,Kelmscott,10890
Western Australia,506,Perth - South East,51115,Mount Nasura - Mount Richon - Bedfordale,8174
Western Australia,506,Perth - South East,51116,Roleystone,7343
Western Australia,506,Perth - South East,51117,Seville Grove,10570
Western Australia,506,Perth - South East,51118,Belmont - Ascot - Redcliffe,14876
Western Australia,506,Perth - South East,51119,East Victoria Park - Carlisle,17352
Western Australia,506,Perth - South East,51120,Kewdale Commercial,7
Western Australia,506,Perth - South East,51121,Perth Airport,35
Western Australia,506,Perth - South East,51122,Rivervale - Kewdale - Cloverdale,26352
Western Australia,506,Perth - South East,51123,Victoria Park - Lathlain - Burswood,15264
Western Australia,506,Perth - South East,51124,Bentley - Wilson - St James,20959
Western Australia,506,Perth - South East,51125,Canning Vale - West,10313
Western Australia,506,Perth - South East,51126,Canning Vale Commercial,0
Western Australia,506,Perth - South East,51127,Cannington - Queens Park,18826
Western Australia,506,Perth - South East,51128,Parkwood - Ferndale - Lynwood,14259
Western Australia,506,Perth - South East,51129,Riverton - Shelley - Rossmoyne,14016
Western Australia,506,Perth - South East,51130,Welshpool,36
Western Australia,506,Perth - South East,51131,Willetton,18763
Western Australia,506,Perth - South East,51132,Beckenham - Kenwick - Langford,19538
Western Australia,506,Perth - South East,51133,Canning Vale - East,24022
Western Australia,506,Perth - South East,51134,Gosnells,20800
Western Australia,506,Perth - South East,51135,Huntingdale - Southern River,19710
Western Australia,506,Perth - South East,51136,Maddington - Orange Grove - Martin,14133
Western Australia,506,Perth - South East,51137,Thornlie,23925
Western Australia,506,Perth - South East,51138,Forrestfield - Wattle Grove,19408
Western Australia,506,Perth - South East,51139,High Wycombe,12632
Western Australia,506,Perth - South East,51140,Kalamunda - Maida Vale - Gooseberry Hill,15377
Western Australia,506,Perth - South East,51141,Lesmurdie - Bickley - Carmel,11932
Western Australia,506,Perth - South East,51142,Byford,16690
Western Australia,506,Perth - South East,51143,Mundijong,6467
Western Australia,506,Perth - South East,51144,Serpentine - Jarrahdale,4539
Western Australia,506,Perth - South East,51145,Como,14747
Western Australia,506,Perth - South East,51146,Manning - Waterford,11997
Western Australia,506,Perth - South East,51147,South Perth - Kensington,17410
Western Australia,507,Perth - South West,51148,Banjup,18177
Western Australia,507,Perth - South West,51149,Beeliar,7921
Western Australia,507,Perth - South West,51150,Bibra Industrial,7
Western Australia,507,Perth - South West,51151,Bibra Lake,0
Western Australia,507,Perth - South West,51152,Coogee,9158
Western Australia,507,Perth - South West,51153,Coolbellup,8370
Western Australia,507,Perth - South West,51154,Hamilton Hill,10856
Western Australia,507,Perth - South West,51155,Henderson,16
Western Australia,507,Perth - South West,51156,Jandakot,2610
Western Australia,507,Perth - South West,51157,Jandakot Airport,114
Western Australia,507,Perth - South West,51158,North Coogee,2459
Western Australia,507,Perth - South West,51159,South Lake - Cockburn Central,11969
Western Australia,507,Perth - South West,51160,Spearwood,10636
Western Australia,507,Perth - South West,51161,Success - Hammond Park,15440
Western Australia,507,Perth - South West,51162,Wattleup,701
Western Australia,507,Perth - South West,51163,Yangebup,7782
Western Australia,507,Perth - South West,51164,East Fremantle,7765
Western Australia,507,Perth - South West,51165,Fremantle,15759
Western Australia,507,Perth - South West,51166,Fremantle - South,15151
Western Australia,507,Perth - South West,51167,O`Connor (WA),16
Western Australia,507,Perth - South West,51168,Anketell - Wandi,3323
Western Australia,507,Perth - South West,51169,Bertram - Wellard (West),14610
Western Australia,507,Perth - South West,51170,Calista,7849
Western Australia,507,Perth - South West,51171,Casuarina - Wellard (East),3185
Western Australia,507,Perth - South West,51172,Hope Valley - Postans,75
Western Australia,507,Perth - South West,51173,Kwinana Industrial,25
Western Australia,507,Perth - South West,51174,Parmelia - Orelia,11238
Western Australia,507,Perth - South West,51175,Applecross - Ardross,11616
Western Australia,507,Perth - South West,51176,Bateman,3903
Western Australia,507,Perth - South West,51177,Bicton - Palmyra,14264
Western Australia,507,Perth - South West,51178,Booragoon,15118
Western Australia,507,Perth - South West,51179,Bull Creek,8084
Western Australia,507,Perth - South West,51180,Leeming,11198
Western Australia,507,Perth - South West,51181,Melville,16902
Western Australia,507,Perth - South West,51182,Murdoch - Kardinya,12758
Western Australia,507,Perth - South West,51183,Willagee,5046
Western Australia,507,Perth - South West,51184,Winthrop,6217
Western Australia,507,Perth - South West,51185,Baldivis,34287
Western Australia,507,Perth - South West,51186,Cooloongup,8841
Western Australia,507,Perth - South West,51187,Port Kennedy,14155
Western Australia,507,Perth - South West,51188,Rockingham,16017
Western Australia,507,Perth - South West,51189,Rockingham Lakes,10
Western Australia,507,Perth - South West,51190,Safety Bay - Shoalwater,11870
Western Australia,507,Perth - South West,51191,Singleton - Golden Bay - Secret Harbour,20209
Western Australia,507,Perth - South West,51192,Waikiki,12784
Western Australia,507,Perth - South West,51193,Warnbro,11135
Western Australia,508,Western Australia - Outback,51194,Esperance,12307
Western Australia,508,Western Australia - Outback,51195,Esperance Region,3982
Western Australia,508,Western Australia - Outback,51196,Carnarvon,5367
Western Australia,508,Western Australia - Outback,51197,Exmouth,4390
Western Australia,508,Western Australia - Outback,51198,Boulder,7321
Western Australia,508,Western Australia - Outback,51199,Kalgoorlie,14299
Western Australia,508,Western Australia - Outback,51200,Kalgoorlie - North,9056
Western Australia,508,Western Australia - Outback,51201,Kalgoorlie Airport,6
Western Australia,508,Western Australia - Outback,51202,Kambalda - Coolgardie - Norseman,4690
Western Australia,508,Western Australia - Outback,51203,Leinster - Leonora,4945
Western Australia,508,Western Australia - Outback,51204,Trafalgar (WA),0
Western Australia,508,Western Australia - Outback,51205,Broome,14518
Western Australia,508,Western Australia - Outback,51206,Derby - West Kimberley,8322
Western Australia,508,Western Australia - Outback,51207,Halls Creek,3598
Western Australia,508,Western Australia - Outback,51208,Kununurra,7496
Western Australia,508,Western Australia - Outback,51209,Roebuck,2458
Western Australia,508,Western Australia - Outback,51210,Geraldton,12009
Western Australia,508,Western Australia - Outback,51211,Geraldton - East,8179
Western Australia,508,Western Australia - Outback,51212,Geraldton - North,7876
Western Australia,508,Western Australia - Outback,51213,Geraldton - South,10225
Western Australia,508,Western Australia - Outback,51214,Irwin,3611
Western Australia,508,Western Australia - Outback,51215,Meekatharra,3160
Western Australia,508,Western Australia - Outback,51216,Morawa,4056
Western Australia,508,Western Australia - Outback,51217,Northampton - Mullewa - Greenough,6011
Western Australia,508,Western Australia - Outback,51218,Ashburton (WA),13262
Western Australia,508,Western Australia - Outback,51219,East Pilbara,7218
Western Australia,508,Western Australia - Outback,51220,Karratha,16334
Western Australia,508,Western Australia - Outback,51221,Newman,4388
Western Australia,508,Western Australia - Outback,51222,Port Hedland,4513
Western Australia,508,Western Australia - Outback,51223,Roebourne,5838
Western Australia,508,Western Australia - Outback,51224,South Hedland,9882
Western Australia,509,Western Australia - Wheat Belt,51225,Albany,14691
Western Australia,509,Western Australia - Wheat Belt,51226,Albany Region,3492
Western Australia,509,Western Australia - Wheat Belt,51227,Bayonet Head - Lower King,4955
Western Australia,509,Western Australia - Wheat Belt,51228,Denmark,5964
Western Australia,509,Western Australia - Wheat Belt,51229,Gnowangerup,2929
Western Australia,509,Western Australia - Wheat Belt,51230,Katanning,4611
Western Australia,509,Western Australia - Wheat Belt,51231,Kojonup,4266
Western Australia,509,Western Australia - Wheat Belt,51232,Little Grove - Elleker,3694
Western Australia,509,Western Australia - Wheat Belt,51233,McKail - Willyung,10575
Western Australia,509,Western Australia - Wheat Belt,51234,Plantagenet,5142
Western Australia,509,Western Australia - Wheat Belt,51235,Stirling Range National Park,0
Western Australia,509,Western Australia - Wheat Belt,51236,Chittering,5535
Western Australia,509,Western Australia - Wheat Belt,51237,Cunderdin,4148
Western Australia,509,Western Australia - Wheat Belt,51238,Dowerin,4032
Western Australia,509,Western Australia - Wheat Belt,51239,Gingin - Dandaragan,8559
Western Australia,509,Western Australia - Wheat Belt,51240,Merredin,5151
Western Australia,509,Western Australia - Wheat Belt,51241,Moora,4844
Western Australia,509,Western Australia - Wheat Belt,51242,Mukinbudin,3202
Western Australia,509,Western Australia - Wheat Belt,51243,Northam,11260
Western Australia,509,Western Australia - Wheat Belt,51244,Toodyay,4500
Western Australia,509,Western Australia - Wheat Belt,51245,York - Beverley,5353
Western Australia,509,Western Australia - Wheat Belt,51246,Brookton,3792
Western Australia,509,Western Australia - Wheat Belt,51247,Kulin,4335
Western Australia,509,Western Australia - Wheat Belt,51248,Murray,2599
Western Australia,509,Western Australia - Wheat Belt,51249,Narrogin,4818
Western Australia,509,Western Australia - Wheat Belt,51250,Wagin,5001
Tasmania,601,Hobart,61001,Bridgewater - Gagebrook,7342
Tasmania,601,Hobart,61002,Brighton - Pontville,5449
Tasmania,601,Hobart,61003,Old Beach - Otago,4378
Tasmania,601,Hobart,61004,Bellerive - Rosny,5979
Tasmania,601,Hobart,61005,Cambridge,7717
Tasmania,601,Hobart,61006,Geilston Bay - Risdon,3233
Tasmania,601,Hobart,61007,Howrah - Tranmere,10432
Tasmania,601,Hobart,61008,Lindisfarne - Rose Bay,7344
Tasmania,601,Hobart,61009,Mornington - Warrane,4695
Tasmania,601,Hobart,61010,Risdon Vale,3115
Tasmania,601,Hobart,61011,Rokeby,6101
Tasmania,601,Hobart,61012,South Arm,4251
Tasmania,601,Hobart,61013,Austins Ferry - Granton,3970
Tasmania,601,Hobart,61014,Berriedale - Chigwell,5532
Tasmania,601,Hobart,61015,Claremont (Tas.),7754
Tasmania,601,Hobart,61016,Derwent Park - Lutana,4205
Tasmania,601,Hobart,61017,Glenorchy,11046
Tasmania,601,Hobart,61018,Montrose - Rosetta,4851
Tasmania,601,Hobart,61019,Moonah,5359
Tasmania,601,Hobart,61020,New Norfolk,6594
Tasmania,601,Hobart,61021,West Moonah,3979
Tasmania,601,Hobart,61022,Kingston - Huntingfield,11367
Tasmania,601,Hobart,61023,Kingston Beach - Blackmans Bay,10373
Tasmania,601,Hobart,61024,Margate - Snug,7818
Tasmania,601,Hobart,61025,Mount Wellington,0
Tasmania,601,Hobart,61026,Taroona - Bonnet Hill,3645
Tasmania,601,Hobart,61027,Hobart,8091
Tasmania,601,Hobart,61028,Lenah Valley - Mount Stuart,8512
Tasmania,601,Hobart,61029,Mount Nelson - Dynnyrne,4740
Tasmania,601,Hobart,61030,New Town,6076
Tasmania,601,Hobart,61031,Sandy Bay,12297
Tasmania,601,Hobart,61032,South Hobart - Fern Tree,6162
Tasmania,601,Hobart,61033,West Hobart,5994
Tasmania,601,Hobart,61034,Dodges Ferry - Lewisham,7520
Tasmania,601,Hobart,61035,Sorell - Richmond,8541
Tasmania,602,Launceston and North East,61036,Invermay,3165
Tasmania,602,Launceston and North East,61037,Kings Meadows - Punchbowl,4001
Tasmania,602,Launceston and North East,61038,Launceston,5386
Tasmania,602,Launceston and North East,61039,Legana,4202
Tasmania,602,Launceston and North East,61040,Mowbray,3826
Tasmania,602,Launceston and North East,61041,Newnham - Mayfield,9162
Tasmania,602,Launceston and North East,61042,Newstead,5368
Tasmania,602,Launceston and North East,61043,Norwood (Tas.),3947
Tasmania,602,Launceston and North East,61044,Prospect Vale - Blackstone,6557
Tasmania,602,Launceston and North East,61045,Ravenswood,3696
Tasmania,602,Launceston and North East,61046,Riverside,6651
Tasmania,602,Launceston and North East,61047,South Launceston,4756
Tasmania,602,Launceston and North East,61048,Summerhill - Prospect,5023
Tasmania,602,Launceston and North East,61049,Trevallyn,4697
Tasmania,602,Launceston and North East,61050,Waverley - St Leonards,3614
Tasmania,602,Launceston and North East,61051,West Launceston,4260
Tasmania,602,Launceston and North East,61052,Youngtown - Relbia,4729
Tasmania,602,Launceston and North East,61053,Beauty Point - Beaconsfield,3818
Tasmania,602,Launceston and North East,61054,Deloraine,5799
Tasmania,602,Launceston and North East,61055,Grindelwald - Lanena,5841
Tasmania,602,Launceston and North East,61056,Hadspen - Carrick,3295
Tasmania,602,Launceston and North East,61057,Westbury,4065
Tasmania,602,Launceston and North East,61058,Dilston - Lilydale,3991
Tasmania,602,Launceston and North East,61059,George Town,6905
Tasmania,602,Launceston and North East,61060,Longford,4083
Tasmania,602,Launceston and North East,61061,Northern Midlands,3685
Tasmania,602,Launceston and North East,61062,Perth - Evandale,5165
Tasmania,602,Launceston and North East,61063,Scottsdale - Bridport,7677
Tasmania,602,Launceston and North East,61064,St Helens - Scamander,6173
Tasmania,603,South East,61065,Central Highlands,2073
Tasmania,603,South East,61066,Derwent Valley,3175
Tasmania,603,South East,61067,Southern Midlands,6155
Tasmania,603,South East,61068,Wilderness - East,21
Tasmania,603,South East,61069,Bruny Island - Kettering,3033
Tasmania,603,South East,61070,Cygnet,4385
Tasmania,603,South East,61071,Geeveston - Dover,3735
Tasmania,603,South East,61072,Huonville - Franklin,8555
Tasmania,603,South East,61073,Forestier - Tasman,2396
Tasmania,603,South East,61074,Triabunna - Bicheno,4495
Tasmania,604,West and North West,61075,Acton - Upper Burnie,3223
Tasmania,604,West and North West,61076,Burnie - Ulverstone Region,5089
Tasmania,604,West and North West,61077,Burnie - Wivenhoe,3668
Tasmania,604,West and North West,61078,Parklands - Camdale,6491
Tasmania,604,West and North West,61079,Penguin - Sulphur Creek,5177
Tasmania,604,West and North West,61080,Romaine - Havenview,3470
Tasmania,604,West and North West,61081,Somerset,3998
Tasmania,604,West and North West,61082,Ulverstone,6999
Tasmania,604,West and North West,61083,West Ulverstone,4268
Tasmania,604,West and North West,61084,Wynyard,6198
Tasmania,604,West and North West,61085,Devonport,14069
Tasmania,604,West and North West,61086,East Devonport,4806
Tasmania,604,West and North West,61087,Latrobe,4628
Tasmania,604,West and North West,61088,Miandetta - Don,3604
Tasmania,604,West and North West,61089,Port Sorell,5732
Tasmania,604,West and North West,61090,Quoiba - Spreyton,2951
Tasmania,604,West and North West,61091,Sheffield - Railton,6310
Tasmania,604,West and North West,61092,Turners Beach - Forth,3172
Tasmania,604,West and North West,61093,King Island,1617
Tasmania,604,West and North West,61094,North West,4167
Tasmania,604,West and North West,61095,Smithton,4004
Tasmania,604,West and North West,61096,Waratah,3689
Tasmania,604,West and North West,61097,West Coast (Tas.),4236
Tasmania,604,West and North West,61098,Wilderness - West,0
Northern Territory,701,Darwin,71001,Darwin Airport,15
Northern Territory,701,Darwin,71002,Darwin City,7130
Northern Territory,701,Darwin,71003,East Point,14
Northern Territory,701,Darwin,71004,Fannie Bay - The Gardens,3602
Northern Territory,701,Darwin,71005,Larrakeyah,4013
Northern Territory,701,Darwin,71006,Ludmilla - The Narrows,2759
Northern Territory,701,Darwin,71007,Parap,2967
Northern Territory,701,Darwin,71008,Stuart Park,4497
Northern Territory,701,Darwin,71009,Woolner - Bayview - Winnellie,3023
Northern Territory,701,Darwin,71010,Alawa,2292
Northern Territory,701,Darwin,71011,Anula,2517
Northern Territory,701,Darwin,71012,Berrimah,1352
Northern Territory,701,Darwin,71013,Brinkin - Nakara,3816
Northern Territory,701,Darwin,71014,Buffalo Creek,0
Northern Territory,701,Darwin,71015,Charles Darwin,0
Northern Territory,701,Darwin,71016,Coconut Grove,3216
Northern Territory,701,Darwin,71017,East Arm,13
Northern Territory,701,Darwin,71018,Jingili,1865
Northern Territory,701,Darwin,71019,Karama,5270
Northern Territory,701,Darwin,71020,Leanyer,4880
Northern Territory,701,Darwin,71021,Lyons (NT),5092
Northern Territory,701,Darwin,71022,Malak - Marrara,4842
Northern Territory,701,Darwin,71023,Millner,2746
Northern Territory,701,Darwin,71024,Moil,2142
Northern Territory,701,Darwin,71025,Nightcliff,4150
Northern Territory,701,Darwin,71026,Rapid Creek,3460
Northern Territory,701,Darwin,71027,Tiwi,2763
Northern Territory,701,Darwin,71028,Wagaman,2337
Northern Territory,701,Darwin,71029,Wanguri,1996
Northern Territory,701,Darwin,71030,Wulagi,2557
Northern Territory,701,Darwin,71031,Howard Springs,7521
Northern Territory,701,Darwin,71032,Humpty Doo,9117
Northern Territory,701,Darwin,71033,Koolpinyah,24
Northern Territory,701,Darwin,71034,Virginia,3531
Northern Territory,701,Darwin,71035,Weddell,4730
Northern Territory,701,Darwin,71036,Bakewell,3237
Northern Territory,701,Darwin,71037,Driver,3045
Northern Territory,701,Darwin,71038,Durack - Marlow Lagoon,4549
Northern Territory,701,Darwin,71039,Gray,3530
Northern Territory,701,Darwin,71040,Moulden,3150
Northern Territory,701,Darwin,71041,Palmerston - North,4475
Northern Territory,701,Darwin,71042,Palmerston - South,3192
Northern Territory,701,Darwin,71043,Rosebery - Bellamack,7062
Northern Territory,701,Darwin,71044,Woodroffe,3427
Northern Territory,702,Northern Territory - Outback,71045,Charles,4616
Northern Territory,702,Northern Territory - Outback,71046,East Side,5520
Northern Territory,702,Northern Territory - Outback,71047,Flynn (NT),4760
Northern Territory,702,Northern Territory - Outback,71048,Larapinta,5266
Northern Territory,702,Northern Territory - Outback,71049,Mount Johns,4043
Northern Territory,702,Northern Territory - Outback,71050,Petermann - Simpson,2741
Northern Territory,702,Northern Territory - Outback,71051,Ross,2618
Northern Territory,702,Northern Territory - Outback,71052,Sandover - Plenty,4623
Northern Territory,702,Northern Territory - Outback,71053,Tanami,3133
Northern Territory,702,Northern Territory - Outback,71054,Yuendumu - Anmatjere,2398
Northern Territory,702,Northern Territory - Outback,71055,Barkly,2879
Northern Territory,702,Northern Territory - Outback,71056,Tennant Creek,3362
Northern Territory,702,Northern Territory - Outback,71057,Alligator,4968
Northern Territory,702,Northern Territory - Outback,71058,Daly,2102
Northern Territory,702,Northern Territory - Outback,71059,Thamarrurr,2858
Northern Territory,702,Northern Territory - Outback,71060,Tiwi Islands,2805
Northern Territory,702,Northern Territory - Outback,71061,West Arnhem,5483
Northern Territory,702,Northern Territory - Outback,71062,Anindilyakwa,2811
