SA2_MAINCODE_2011,SA2_NAME_2011,SUA_CODE_2011,SUA_NAME_2011,AREA_ALBERS_SQKM
601051029,Mount Nelson - Dynnyrne,6003,Hobart,7.9218577061
601051030,New Town,6003,Hobart,3.8220656791
601051031,Sandy Bay,6003,Hobart,6.9464133789
601051032,South Hobart - Fern Tree,6003,Hobart,23.4874744224
601051033,West Hobart,6003,Hobart,3.6226181799
601061034,Dodges Ferry - Lewisham,6000,Not in any Significant Urban Area (Tas.),318.3924415907
601061035,Sorell - Richmond,6003,Hobart,375.9362626310
602011036,Invermay,6004,Launceston,4.0281091943
602011037,Kings Meadows - Punchbowl,6004,Launceston,5.2891302343
602011038,Launceston,6004,Launceston,5.2804817421
602011039,Legana,6004,Launceston,33.6968641924
602011040,Mowbray,6004,Launceston,9.2740793621
602011041,Newnham - Mayfield,6004,Launceston,23.5860527105
602011042,Newstead,6004,Launceston,3.6877352438
602011043,Norwood (Tas.),6004,Launceston,3.9852591492
602011044,Prospect Vale - Blackstone,6004,Launceston,17.7442611679
602011045,Ravenswood,6004,Launceston,10.0149124412
602011046,Riverside,6004,Launceston,48.3141813289
602011047,South Launceston,6004,Launceston,2.7761534534
602011048,Summerhill - Prospect,6004,Launceston,9.2768972212
602011049,Trevallyn,6004,Launceston,9.7182269977
602011050,Waverley - St Leonards,6004,Launceston,55.1263730711
602011051,West Launceston,6004,Launceston,3.9643838579
602011052,Youngtown - Relbia,6004,Launceston,14.9315292861
602021053,Beauty Point - Beaconsfield,6000,Not in any Significant Urban Area (Tas.),259.1742016259
602021054,Deloraine,6000,Not in any Significant Urban Area (Tas.),2520.6794517560
602021055,Grindelwald - Lanena,6000,Not in any Significant Urban Area (Tas.),344.8475123176
602021056,Hadspen - Carrick,6004,Launceston,174.7020041991
602021057,Westbury,6000,Not in any Significant Urban Area (Tas.),679.0803194636
602031058,Dilston - Lilydale,6000,Not in any Significant Urban Area (Tas.),1273.9761361409
602031059,George Town,6000,Not in any Significant Urban Area (Tas.),747.1686738073
602031060,Longford,6000,Not in any Significant Urban Area (Tas.),222.5426563160
602031061,Northern Midlands,6000,Not in any Significant Urban Area (Tas.),4764.8667573131
602031062,Perth - Evandale,6000,Not in any Significant Urban Area (Tas.),226.7981902147
602031063,Scottsdale - Bridport,6000,Not in any Significant Urban Area (Tas.),5200.2024227808
602031064,St Helens - Scamander,6000,Not in any Significant Urban Area (Tas.),3300.3048476348
603011065,Central Highlands,6000,Not in any Significant Urban Area (Tas.),7185.4624206035
603011066,Derwent Valley,6000,Not in any Significant Urban Area (Tas.),1289.9395757273
603011067,Southern Midlands,6000,Not in any Significant Urban Area (Tas.),2600.1953711167
603011068,Wilderness - East,6000,Not in any Significant Urban Area (Tas.),7351.0564175117
603021069,Bruny Island - Kettering,6000,Not in any Significant Urban Area (Tas.),443.4572832037
603021070,Cygnet,6000,Not in any Significant Urban Area (Tas.),239.4537658176
603021071,Geeveston - Dover,6000,Not in any Significant Urban Area (Tas.),827.8143529013
603021072,Huonville - Franklin,6000,Not in any Significant Urban Area (Tas.),681.9504924583
603031073,Forestier - Tasman,6000,Not in any Significant Urban Area (Tas.),660.3943729357
603031074,Triabunna - Bicheno,6000,Not in any Significant Urban Area (Tas.),2542.0102551924
604011075,Acton - Upper Burnie,6001,Burnie - Wynyard,2.1456948373
604011076,Burnie - Ulverstone Region,6000,Not in any Significant Urban Area (Tas.),1364.2462874619
604011077,Burnie - Wivenhoe,6001,Burnie - Wynyard,11.4469608848
604011078,Parklands - Camdale,6001,Burnie - Wynyard,19.5334838891
604011079,Penguin - Sulphur Creek,6000,Not in any Significant Urban Area (Tas.),64.1572477564
604011080,Romaine - Havenview,6001,Burnie - Wynyard,11.8541450816
604011081,Somerset,6001,Burnie - Wynyard,26.8884121079
604011082,Ulverstone,6005,Ulverstone,27.4923611693
604011083,West Ulverstone,6005,Ulverstone,18.0635484737
604011084,Wynyard,6001,Burnie - Wynyard,58.6441856794
604021085,Devonport,6002,Devonport,10.2760739771
604021086,East Devonport,6002,Devonport,13.2318405873
604021087,Latrobe,6002,Devonport,215.3251540741
604021088,Miandetta - Don,6002,Devonport,22.9742473056
604021089,Port Sorell,6000,Not in any Significant Urban Area (Tas.),362.9744069299
604021090,Quoiba - Spreyton,6002,Devonport,28.5852767390
604021091,Sheffield - Railton,6000,Not in any Significant Urban Area (Tas.),1156.2728880406
604021092,Turners Beach - Forth,6005,Ulverstone,84.4952461853
604031093,King Island,6000,Not in any Significant Urban Area (Tas.),1095.7639779011
604031094,North West,6000,Not in any Significant Urban Area (Tas.),4765.8978940719
604031095,Smithton,6000,Not in any Significant Urban Area (Tas.),91.3091840528
604031096,Waratah,6000,Not in any Significant Urban Area (Tas.),3484.6083222862
604031097,West Coast (Tas.),6000,Not in any Significant Urban Area (Tas.),3938.8529475835
604031098,Wilderness - West,6000,Not in any Significant Urban Area (Tas.),5650.9227225459
697979799,Migratory - Offshore - Shipping (Tas.),6000,Not in any Significant Urban Area (Tas.),
699999499,No usual address (Tas.),6000,Not in any Significant Urban Area (Tas.),
701011001,Darwin Airport,7002,Darwin,14.3243972692
701011002,Darwin City,7002,Darwin,3.1230641513
701011003,East Point,7002,Darwin,2.3770084286
701011004,Fannie Bay - The Gardens,7002,Darwin,3.9162482208
701011005,Larrakeyah,7002,Darwin,1.9452265745
701011006,Ludmilla - The Narrows,7002,Darwin,5.3500082382
701011007,Parap,7002,Darwin,1.1021804535
701011008,Stuart Park,7002,Darwin,1.6356730306
701011009,Woolner - Bayview - Winnellie,7002,Darwin,6.7957925570
701021010,Alawa,7002,Darwin,1.2399805936
701021011,Anula,7002,Darwin,1.3178329104
701021012,Berrimah,7002,Darwin,30.2517266888
701021013,Brinkin - Nakara,7002,Darwin,2.6858472573
701021014,Buffalo Creek,7000,Not in any Significant Urban Area (NT),23.9105161634
701021015,Charles Darwin,7002,Darwin,17.4948019081
701021016,Coconut Grove,7002,Darwin,1.4242150883
701021017,East Arm,7002,Darwin,24.3743174249
701021018,Jingili,7002,Darwin,1.3163689041
701021019,Karama,7002,Darwin,2.0652490560
701021020,Leanyer,7002,Darwin,2.5014055192
701021021,Lyons (NT),7002,Darwin,7.0410520941
701021022,Malak - Marrara,7002,Darwin,4.8318997929
701021023,Millner,7002,Darwin,1.4671986927
701021024,Moil,7002,Darwin,1.0424334151
701021025,Nightcliff,7002,Darwin,1.4511096076
701021026,Rapid Creek,7002,Darwin,1.9179231508
701021027,Tiwi,7002,Darwin,3.1189579543
701021028,Wagaman,7002,Darwin,0.8379549220
701021029,Wanguri,7002,Darwin,0.8855393459
701021030,Wulagi,7002,Darwin,1.2630087088
701031031,Howard Springs,7002,Darwin,118.0209061700
701031032,Humpty Doo,7000,Not in any Significant Urban Area (NT),157.4160305550
701031033,Koolpinyah,7000,Not in any Significant Urban Area (NT),1198.6337663770
701031034,Virginia,7000,Not in any Significant Urban Area (NT),54.7364669373
701031035,Weddell,7000,Not in any Significant Urban Area (NT),1409.5599491772
701041036,Bakewell,7002,Darwin,1.3168325909
701041037,Driver,7002,Darwin,1.7160221820
701041038,Durack - Marlow Lagoon,7002,Darwin,11.7182375044
701041039,Gray,7002,Darwin,1.5035266807
701041040,Moulden,7002,Darwin,1.7499198696
701041041,Palmerston - North,7002,Darwin,4.7645742970
701041042,Palmerston - South,7000,Not in any Significant Urban Area (NT),24.9840748444
701041043,Rosebery - Bellamack,7002,Darwin,3.1763644836
701041044,Woodroffe,7002,Darwin,1.5977747381
702011045,Charles,7001,Alice Springs,16.6929682859
702011046,East Side,7001,Alice Springs,25.7668838975
702011047,Flynn (NT),7001,Alice Springs,17.0128977305
702011048,Larapinta,7001,Alice Springs,58.5556712377
702011049,Mount Johns,7001,Alice Springs,18.9528037604
702011050,Petermann - Simpson,7000,Not in any Significant Urban Area (NT),175250.9601113450
702011051,Ross,7001,Alice Springs,190.5286718445
702011052,Sandover - Plenty,7000,Not in any Significant Urban Area (NT),129514.9439617100
702011053,Tanami,7000,Not in any Significant Urban Area (NT),192631.2367401940
702011054,Yuendumu - Anmatjere,7000,Not in any Significant Urban Area (NT),71841.5324792957
702021055,Barkly,7000,Not in any Significant Urban Area (NT),303252.5140054050
702021056,Tennant Creek,7000,Not in any Significant Urban Area (NT),42.0604381329
702031057,Alligator,7000,Not in any Significant Urban Area (NT),33091.3469473280
702031058,Daly,7000,Not in any Significant Urban Area (NT),34793.7913471288
702031059,Thamarrurr,7000,Not in any Significant Urban Area (NT),3374.0620485212
702031060,Tiwi Islands,7000,Not in any Significant Urban Area (NT),7462.5684921982
702031061,West Arnhem,7000,Not in any Significant Urban Area (NT),33529.4632530792
702041062,Anindilyakwa,7000,Not in any Significant Urban Area (NT),2601.4917642588
702041063,East Arnhem,7000,Not in any Significant Urban Area (NT),30987.0746853197
702041064,Nhulunbuy,7000,Not in any Significant Urban Area (NT),7.6471222498
702051065,Elsey,7000,Not in any Significant Urban Area (NT),92949.4850510697
702051066,Gulf,7000,Not in any Significant Urban Area (NT),92351.6595420445
702051067,Katherine,7000,Not in any Significant Urban Area (NT),7416.9497454441
702051068,Victoria River,7000,Not in any Significant Urban Area (NT),133608.5273883760
797979799,Migratory - Offshore - Shipping (NT),7000,Not in any Significant Urban Area (NT),
799999499,No usual address (NT),7000,Not in any Significant Urban Area (NT),
801011001,Aranda,8001,Canberra - Queanbeyan,1.5634165214
801011002,Belconnen,8001,Canberra - Queanbeyan,4.4256373566
801011003,Bruce,8001,Canberra - Queanbeyan,5.7979151382
801011004,Charnwood,8001,Canberra - Queanbeyan,1.8560590280
801011005,Cook,8001,Canberra - Queanbeyan,1.7191213717
801011006,Dunlop,8001,Canberra - Queanbeyan,3.5780857564
801011007,Evatt,8001,Canberra - Queanbeyan,3.0604049489
801011008,Florey,8001,Canberra - Queanbeyan,2.7553297725
801011009,Flynn (ACT),8001,Canberra - Queanbeyan,2.0956701740
801011010,Fraser,8001,Canberra - Queanbeyan,2.4749861250
801011011,Giralang,8001,Canberra - Queanbeyan,2.4411986568
801011012,Gooromon,8000,Not in any Significant Urban Area (ACT),10.9222234341
801011013,Hawker,8001,Canberra - Queanbeyan,1.9342332260
801011014,Higgins,8001,Canberra - Queanbeyan,1.6741948010
801011015,Holt,8001,Canberra - Queanbeyan,3.2956389777
801011016,Kaleen,8001,Canberra - Queanbeyan,6.0273994183
801011017,Latham,8001,Canberra - Queanbeyan,2.7313937186
801011018,Lawson,8001,Canberra - Queanbeyan,3.0844769107
801011019,Macgregor (ACT),8001,Canberra - Queanbeyan,4.2752506350
801011020,Macquarie,8001,Canberra - Queanbeyan,1.7006031694
801011021,McKellar,8001,Canberra - Queanbeyan,1.4136052238
801011022,Melba,8001,Canberra - Queanbeyan,2.3073208422
801011023,Page,8001,Canberra - Queanbeyan,1.3225825018
801011024,Scullin,8001,Canberra - Queanbeyan,1.4261662593
801011025,Spence,8001,Canberra - Queanbeyan,1.5223462289
801011026,Weetangera,8001,Canberra - Queanbeyan,1.5834422934
801021027,ACT - South West,8000,Not in any Significant Urban Area (ACT),485.3480806848
801021028,Molonglo,8000,Not in any Significant Urban Area (ACT),59.8640368346
801021029,Namadgi,8000,Not in any Significant Urban Area (ACT),1156.3560202566
801031030,ACT - East,8001,Canberra - Queanbeyan,40.8453357730
801031031,Hume,8001,Canberra - Queanbeyan,8.5836582353
801031032,Kowen,8000,Not in any Significant Urban Area (ACT),76.9716586971
801031033,Majura,8001,Canberra - Queanbeyan,95.2058584306
801041034,Amaroo,8001,Canberra - Queanbeyan,2.5883527191
801041035,Bonner,8001,Canberra - Queanbeyan,2.7593363905
801041036,Casey,8001,Canberra - Queanbeyan,2.6221013453
801041037,Crace,8001,Canberra - Queanbeyan,1.6572318210
801041038,Forde,8001,Canberra - Queanbeyan,1.9249533873
801041039,Franklin,8001,Canberra - Queanbeyan,2.2966317431
801041040,Gungahlin,8001,Canberra - Queanbeyan,4.5639448608
801041041,Gungahlin - East,8000,Not in any Significant Urban Area (ACT),24.7643294355
801041042,Gungahlin - West,8000,Not in any Significant Urban Area (ACT),22.4439921461
801041043,Hall,8000,Not in any Significant Urban Area (ACT),1.8001509324
801041044,Harrison,8001,Canberra - Queanbeyan,2.9611797163
801041045,Mitchell,8001,Canberra - Queanbeyan,7.3847013309
801041046,Ngunnawal,8001,Canberra - Queanbeyan,4.1593550454
801041047,Nicholls,8001,Canberra - Queanbeyan,6.7019057755
801041048,Palmerston,8001,Canberra - Queanbeyan,1.9479828664
801051049,Acton,8001,Canberra - Queanbeyan,2.4235095142
801051050,Ainslie,8001,Canberra - Queanbeyan,3.5408247238
801051051,Braddon,8001,Canberra - Queanbeyan,1.3990574550
801051052,Campbell,8001,Canberra - Queanbeyan,6.4333766639
801051053,Civic,8001,Canberra - Queanbeyan,1.4605869399
801051054,Dickson,8001,Canberra - Queanbeyan,1.5779107478
801051055,Downer,8001,Canberra - Queanbeyan,1.6339669094
801051056,Hackett,8001,Canberra - Queanbeyan,1.9497689544
801051057,Lyneham,8001,Canberra - Queanbeyan,5.4775918597
801051058,O'Connor (ACT),8001,Canberra - Queanbeyan,4.9288897143
801051059,Reid,8001,Canberra - Queanbeyan,1.6524519427
801051060,Turner,8001,Canberra - Queanbeyan,1.5329602227
801051061,Watson,8001,Canberra - Queanbeyan,3.6739083002
801061062,Deakin,8001,Canberra - Queanbeyan,3.5712226844
801061063,Forrest,8001,Canberra - Queanbeyan,1.5903537007
801061064,Griffith (ACT),8001,Canberra - Queanbeyan,2.7559604717
801061065,Kingston - Barton,8001,Canberra - Queanbeyan,2.5949943656
801061066,Lake Burley Griffin,8001,Canberra - Queanbeyan,6.1754672582
801061067,Narrabundah,8001,Canberra - Queanbeyan,4.0908056255
801061068,Parkes (ACT),8001,Canberra - Queanbeyan,1.8056950486
801061069,Red Hill (ACT),8001,Canberra - Queanbeyan,4.8485569994
801061070,Yarralumla,8001,Canberra - Queanbeyan,7.2098956403
801071071,Banks,8001,Canberra - Queanbeyan,2.2533100642
801071072,Bonython,8001,Canberra - Queanbeyan,2.9041189817
801071073,Calwell,8001,Canberra - Queanbeyan,3.8923975339
801071074,Chisholm,8001,Canberra - Queanbeyan,3.1045076835
801071075,Conder,8001,Canberra - Queanbeyan,4.5238516708
801071076,Fadden,8001,Canberra - Queanbeyan,3.1064161924
801071077,Gilmore,8001,Canberra - Queanbeyan,2.0454060376
801071078,Gordon (ACT),8001,Canberra - Queanbeyan,4.4414945065
801071079,Gowrie (ACT),8001,Canberra - Queanbeyan,1.9316614519
801071080,Greenway,8001,Canberra - Queanbeyan,5.3082024856
801071081,Isabella Plains,8001,Canberra - Queanbeyan,2.4949736092
801071082,Kambah,8001,Canberra - Queanbeyan,11.3354317391
801071083,Macarthur,8001,Canberra - Queanbeyan,1.3012577279
801071084,Monash,8001,Canberra - Queanbeyan,3.4119625469
801071085,Mount Taylor,8001,Canberra - Queanbeyan,10.9037615851
801071086,Oxley (ACT),8001,Canberra - Queanbeyan,1.0864473942
801071087,Richardson,8001,Canberra - Queanbeyan,2.2371129530
801071088,Theodore,8001,Canberra - Queanbeyan,3.1351513435
801071089,Tuggeranong,8000,Not in any Significant Urban Area (ACT),75.6434757215
801071090,Wanniassa,8001,Canberra - Queanbeyan,5.3969224232
801081091,Chapman,8001,Canberra - Queanbeyan,1.8558998047
801081092,Duffy,8001,Canberra - Queanbeyan,2.7940462486
801081093,Fisher,8001,Canberra - Queanbeyan,1.5825171080
801081094,Holder,8001,Canberra - Queanbeyan,1.8911911476
801081095,Rivett,8001,Canberra - Queanbeyan,1.6103140702
801081096,Stirling,8001,Canberra - Queanbeyan,1.3225993973
801081097,Waramanga,8001,Canberra - Queanbeyan,1.7098940052
801081098,Weston,8001,Canberra - Queanbeyan,3.0537010376
801091099,Chifley,8001,Canberra - Queanbeyan,1.5888688207
801091100,Curtin,8001,Canberra - Queanbeyan,4.8076747770
801091101,Farrer,8001,Canberra - Queanbeyan,2.0688369903
801091102,Garran,8001,Canberra - Queanbeyan,2.6964069531
801091103,Hughes,8001,Canberra - Queanbeyan,1.7895418015
801091104,Isaacs,8001,Canberra - Queanbeyan,3.0879957389
801091105,Lyons (ACT),8001,Canberra - Queanbeyan,2.2617873451
801091106,Mawson,8001,Canberra - Queanbeyan,2.1128814276
801091107,O'Malley,8001,Canberra - Queanbeyan,2.6068013833
801091108,Pearce,8001,Canberra - Queanbeyan,1.7033658292
801091109,Phillip,8001,Canberra - Queanbeyan,2.5749456315
801091110,Torrens,8001,Canberra - Queanbeyan,1.3011223634
897979799,Migratory - Offshore - Shipping (ACT),8000,Not in any Significant Urban Area (ACT),
899999499,No usual address (ACT),8000,Not in any Significant Urban Area (ACT),
901011001,Christmas Island,9000,Not in any Significant Urban Area (OT),136.1357680752
901021002,Cocos (Keeling) Islands,9000,Not in any Significant Urban Area (OT),13.7163738347
901031003,Jervis Bay,9000,Not in any Significant Urban Area (OT),67.7984977347
997979799,Migratory - Offshore - Shipping (OT),9000,Not in any Significant Urban Area (OT),
999999499,No usual address (OT),9000,Not in any Significant Urban Area (OT),
